Zona;Sede;Año;Mes;Ingresos;Costos;Ut_Bruta;Ut_Operativa;Empl_Operativo;Hrs_Reales;Hrs_Posibles;Nivel_rentab
Zonas Secundarias;Carro Taller Villavicencio;2023;abr;64530077;29918634;34611443;16714737;2;355;320;Media
Zonas Secundarias;Carro Taller Villavicencio;2023;may;59658256;29283294;30374962;15534878;2;343;320;Media
Zonas Secundarias;Carro Taller Villavicencio;2023;jun;56268306;18837175;37431131;25881042;2;271;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2023;jul;57190167;26687170;30502997;14371956;2;287;320;Media
Zonas Secundarias;Carro Taller Villavicencio;2023;ago;8175029;14853993;-6678964;-12023515;2;56;320;Perdida
Zonas Secundarias;Carro Taller Villavicencio;2023;sep;4879454;9195937;-4316483;-7881109;2;32;320;Perdida
Zonas Secundarias;Carro Taller Villavicencio;2023;oct;26588959;13560498;13028461;-9778461;2;155;320;Perdida
Zonas Secundarias;Carro Taller Villavicencio;2023;nov;26475058;19584078;6890980;-10915996;2;172;320;Perdida
Zonas Secundarias;Carro Taller Villavicencio;2023;dic;61770073;16960867;44809206;41378376;2;388;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2024;ene;45921524;20828697;25092827;20695742;2;286;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2024;feb;70716448;26372457;44343991;33804497;2;416;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2024;mar;53624988;24298666;29326322;21580855;2;316;320;Media
Zonas Secundarias;Carro Taller Villavicencio;2024;abr;61240717;22042077;39198640;35896205;2;325;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2024;may;65566597;27876623;37689974;32640685;2;331;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2024;jun;44270052;106610838;-62340786;-66238051;2;202;320;Perdida
Zonas Secundarias;Carro Taller Villavicencio;2024;jul;74855680;85002157;-10146477;-15332182;2;412;320;Perdida
Zonas Secundarias;Carro Taller Villavicencio;2024;ago;86127941;34377481;51750460;47863507;2;422;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2024;sep;84038214;28275479;55762735;42588895;2;466;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2024;oct;90036688;25372090;64664598;59381850;2;457;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2024;nov;68124195;20041392;48082803;41989902;2;359;320;Alta
Zonas Secundarias;Carro Taller Villavicencio;2024;dic;60457033;20359752;40097281;20349069;2;316;320;Media
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;ene;58851866;27896314;30955552;7739389;7;436;930;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;feb;77746526;31628883;46117643;22023571;7;606;930;Media
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;mar;69969563;34326198;35643365;5724507;7;480;930;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;abr;69511714;33991685;35520029;10651316;7;433;930;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;may;66790872;39659095;27131777;3125008;7;507;930;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;jun;107656645;47044385;60612260;36850113;7;849;930;Media
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;jul;71891801;40970153;30921648;3106506;7;589;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;ago;57366885;43709251;13657634;-9683512;7;422;770;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;sep;83401760;52307297;31094463;1825988;7;772;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;oct;81973851;48865643;33108208;1796096;6;698;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;nov;81171325;48759305;32412020;731276;7;751;770;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2021;dic;89401042;49535705;39865337;10945310;7;760;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;ene;59741061;40269834;19471227;-8910638;7;732;770;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;feb;73906219;41314767;32591452;3193936;8;854;930;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;mar;72512144;43419944;29092200;-5166569;8;773;930;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;abr;66426695;44021530;22405165;-6021155;8;663;930;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;may;78892317;50029434;28862883;-2004486;7;786;930;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;jun;101851138;49625460;52225678;24850791;7;904;930;Media
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;jul;74619095;45099381;29519714;-10552564;7;717;930;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;ago;75804648;42932216;32872432;-7079837;7;724;930;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;sep;85026646;46960249;38066397;2240171;7;856;930;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;oct;71689163;48603241;23085922;-13259697;7;700;930;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;nov;82765666;49854547;32911119;-9910043;6;818;1090;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2022;dic;49921041;44590320;5330721;-38080567;8;509;930;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;ene;81170499;41337777;39832722;9925971;8;860;930;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;feb;100074310;58125766;41948544;13567383;7;1131;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;mar;100020150;48751087;51269063;17540806;7;1134;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;abr;88786676;45517233;43269443;19356765;7;994;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;may;86885908;44412021;42473887;2066024;5;777;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;jun;88273216;42076847;46196369;1943199;5;754;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;jul;91644955;61148481;30496474;-7116389;5;912;770;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;ago;102427358;52943600;49483758;9045571;5;979;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;sep;109487692;42981692;66506000;35580160;5;1033;770;Media
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;oct;66566694;43581909;22984785;-13164021;5;659;770;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;nov;105292335;55302252;49990083;6880306;5;1115;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2023;dic;55392552;49410658;5981894;-35858681;5;995;770;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;ene;55218634;39581699;15636935;-21266037;4;619;610;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;feb;100028841;51444581;48584260;-7629702;4;902;610;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;mar;96164674;58958654;37206020;-2650077;4;800;610;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;abr;114788704;60518855;54269849;6084650;5;1072;770;Baja
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;may;67003323;51096683;15906640;-31419679;7;520;770;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;jun;65675631;68610358;-2934727;-40091464;9;529;1000;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;jul;96536768;62188961;34347807;-11038237;9;790;1000;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;ago;105633873;75293008;30340865;-14896898;10;1048;1160;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;sep;108145483;70992979;37152504;-395710;10;938;1160;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;oct;84561478;67570401;16991077;-16667675;11;874;1160;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;nov;81983496;82310133;-326637;-40356725;10;785;1000;Perdida
Zonas Secundarias;Cucuta Colision y Alistamiento;2024;dic;98936234;74288433;24647801;-13122953;11;856;1160;Perdida
Zonas Secundarias;Cucuta Mecanica;2021;ene;93349350;43585778;49763572;493268;3;690;480;Perdida
Zonas Secundarias;Cucuta Mecanica;2021;feb;107552453;40723920;66828533;8441675;3;834;480;Baja
Zonas Secundarias;Cucuta Mecanica;2021;mar;125030060;48190175;76839885;19028616;3;929;480;Baja
Zonas Secundarias;Cucuta Mecanica;2021;abr;101987808;41000703;60987105;115299;3;800;480;Perdida
Zonas Secundarias;Cucuta Mecanica;2021;may;88085481;36804247;51281234;-5809538;3;642;480;Perdida
Zonas Secundarias;Cucuta Mecanica;2021;jun;103901496;44092235;59809261;-3310148;3;832;480;Perdida
Zonas Secundarias;Cucuta Mecanica;2021;jul;136736400;47744773;88991627;34445963;3;834;480;Media
Zonas Secundarias;Cucuta Mecanica;2021;ago;127038501;41872263;85166238;31549821;3;793;480;Media
Zonas Secundarias;Cucuta Mecanica;2021;sep;145793655;51226306;94567349;31815953;3;915;480;Baja
Zonas Secundarias;Cucuta Mecanica;2021;oct;136271694;45888456;90383238;33701105;3;880;480;Media
Zonas Secundarias;Cucuta Mecanica;2021;nov;124540896;43690115;80850781;18728864;3;741;640;Baja
Zonas Secundarias;Cucuta Mecanica;2021;dic;146020065;43728681;102291384;21540602;3;887;640;Baja
Zonas Secundarias;Cucuta Mecanica;2022;ene;139310135;51108937;88201198;31116524;3;824;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;feb;139727949;42358031;97369918;32644902;3;931;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;mar;151965269;43192807;108772462;42434755;3;966;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;abr;152958407;49627141;103331266;56203024;4;980;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;may;135576331;48235723;87340608;33530833;5;848;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;jun;153380300;54487722;98892578;55072594;5;951;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;jul;157590203;51723743;105866460;50411734;5;959;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;ago;128874573;43143179;85731394;40040909;5;728;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;sep;134266258;45786866;88479392;43022610;5;778;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;oct;144146989;46599422;97547567;53660043;5;861;640;Media
Zonas Secundarias;Cucuta Mecanica;2022;nov;132120764;47285150;84835614;23992798;4;780;640;Baja
Zonas Secundarias;Cucuta Mecanica;2022;dic;166793138;51390681;115402457;58108098;3;927;800;Media
Zonas Secundarias;Cucuta Mecanica;2023;ene;140859949;47138379;93721570;27858478;3;773;640;Baja
Zonas Secundarias;Cucuta Mecanica;2023;feb;144332434;45426714;98905720;23659430;3;761;640;Baja
Zonas Secundarias;Cucuta Mecanica;2023;mar;162012643;49511042;112501601;48350343;3;894;960;Media
Zonas Secundarias;Cucuta Mecanica;2023;abr;141660489;44029062;97631427;20288136;3;702;960;Baja
Zonas Secundarias;Cucuta Mecanica;2023;may;131391065;93071007;38320058;-28713155;1;632;640;Perdida
Zonas Secundarias;Cucuta Mecanica;2023;jun;159063216;60262147;98801069;13404790;3;744;960;Baja
Zonas Secundarias;Cucuta Mecanica;2023;jul;139479005;52815750;86663255;-4697541;3;725;960;Perdida
Zonas Secundarias;Cucuta Mecanica;2023;ago;143421907;56171316;87250591;8636147;3;748;960;Baja
Zonas Secundarias;Cucuta Mecanica;2023;sep;116994023;37647398;79346625;9704430;3;555;960;Baja
Zonas Secundarias;Cucuta Mecanica;2023;oct;141983144;81494748;60488396;-17155699;5;615;800;Perdida
Zonas Secundarias;Cucuta Mecanica;2023;nov;128842962;53368010;75474952;3342976;5;534;800;Baja
Zonas Secundarias;Cucuta Mecanica;2023;dic;340353080;50025615;290327465;240339926;5;681;800;Alta
Zonas Secundarias;Cucuta Mecanica;2024;ene;143112460;64158098;78954362;4198334;5;625;800;Baja
Zonas Secundarias;Cucuta Mecanica;2024;feb;136571887;57723419;78848468;20668502;5;633;800;Baja
Zonas Secundarias;Cucuta Mecanica;2024;mar;111904118;56818258;55085860;-7791012;5;495;800;Perdida
Zonas Secundarias;Cucuta Mecanica;2024;abr;150844641;74467079;76377562;7582372;5;610;800;Baja
Zonas Secundarias;Cucuta Mecanica;2024;may;138436275;59871528;78564747;3148095;5;548;800;Baja
Zonas Secundarias;Cucuta Mecanica;2024;jun;165640595;61879526;103761069;29478245;3;665;570;Baja
Zonas Secundarias;Cucuta Mecanica;2024;jul;160363022;54675452;105687570;27815642;3;713;570;Baja
Zonas Secundarias;Cucuta Mecanica;2024;ago;151584774;55227716;96357058;36858461;3;646;570;Media
Zonas Secundarias;Cucuta Mecanica;2024;sep;132053184;49101423;82951761;9434571;3;603;570;Baja
Zonas Secundarias;Cucuta Mecanica;2024;oct;148166966;44421827;103745139;35555175;3;658;570;Media
Zonas Secundarias;Cucuta Mecanica;2024;nov;140815000;41098883;99716117;26640582;3;638;570;Baja
Zonas Secundarias;Cucuta Mecanica;2024;dic;209661095;38086939;171574156;98191512;3;702;570;Alta
Zonas Secundarias;Dos Quebradas Tasa;2021;ene;144946554;47532666;97413888;48870219;8;1579;1000;Media
Zonas Secundarias;Dos Quebradas Tasa;2021;feb;177327275;56506038;120821237;69918018;8;2101;1000;Media
Zonas Secundarias;Dos Quebradas Tasa;2021;mar;161198480;55009999;106188481;60064432;9;1677;1000;Media
Zonas Secundarias;Dos Quebradas Tasa;2021;abr;175690470;76003169;99687301;41787403;11;2067;1160;Media
Zonas Secundarias;Dos Quebradas Tasa;2021;may;61596395;79179330;-17582935;-74206776;12;651;1360;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2021;jun;174960106;51570051;123390055;76754907;11;1891;1360;Alta
Zonas Secundarias;Dos Quebradas Tasa;2021;jul;143310411;67465901;75844510;29305499;12;1562;1520;Baja
Zonas Secundarias;Dos Quebradas Tasa;2021;ago;179109893;70418887;108691006;52642319;9;2021;1320;Media
Zonas Secundarias;Dos Quebradas Tasa;2021;sep;141822165;66055670;75766495;30205058;9;1438;1320;Baja
Zonas Secundarias;Dos Quebradas Tasa;2021;oct;166632881;72121584;94511297;33764052;10;1756;1200;Baja
Zonas Secundarias;Dos Quebradas Tasa;2021;nov;153852596;64419944;89432652;29904731;11;1657;1360;Baja
Zonas Secundarias;Dos Quebradas Tasa;2021;dic;129547363;61679431;67867932;7816232;11;1308;1360;Baja
Zonas Secundarias;Dos Quebradas Tasa;2022;ene;146028279;61535835;84492444;28441201;11;1729;1360;Baja
Zonas Secundarias;Dos Quebradas Tasa;2022;feb;126288560;59995638;66292922;13335444;10;1251;1360;Baja
Zonas Secundarias;Dos Quebradas Tasa;2022;mar;175594164;73334844;102259320;39212479;11;2118;1360;Media
Zonas Secundarias;Dos Quebradas Tasa;2022;abr;104961951;65176398;39785553;-16171742;12;1025;1360;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2022;may;168838561;79215327;89623234;27308151;12;1878;1360;Baja
Zonas Secundarias;Dos Quebradas Tasa;2022;jun;143173452;69076189;74097263;12173340;12;1476;1360;Baja
Zonas Secundarias;Dos Quebradas Tasa;2022;jul;115135786;67137647;47998139;-15243395;12;1161;1200;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2022;ago;176590135;96052731;80537404;12363594;13;1936;1360;Baja
Zonas Secundarias;Dos Quebradas Tasa;2022;sep;132990212;65455123;67535089;7603528;12;1357;1560;Baja
Zonas Secundarias;Dos Quebradas Tasa;2022;oct;164305697;85009291;79296406;-1248918;11;1641;1400;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2022;nov;122682557;58183571;64498986;-10953078;10;1480;1400;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2022;dic;111504468;60543206;50961262;-36286413;13;1168;1560;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2023;ene;155815806;88929292;66886514;1481920;13;1814;1560;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2023;feb;155948023;77040461;78907562;9795537;13;1686;1560;Baja
Zonas Secundarias;Dos Quebradas Tasa;2023;mar;114366022;87501947;26864075;-24624733;13;1131;1560;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2023;abr;145458643;73698486;71760157;17164467;13;1420;1560;Baja
Zonas Secundarias;Dos Quebradas Tasa;2023;may;161529867;80743221;80786646;23606780;11;1483;1400;Baja
Zonas Secundarias;Dos Quebradas Tasa;2023;jun;161245088;85976746;75268342;7580411;11;1484;1400;Baja
Zonas Secundarias;Dos Quebradas Tasa;2023;jul;143468789;81009572;62459217;-17010795;11;1277;1400;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2023;ago;188742535;87368683;101373852;17315248;11;1530;1400;Baja
Zonas Secundarias;Dos Quebradas Tasa;2023;sep;172515029;75186507;97328522;39770035;11;1552;1400;Media
Zonas Secundarias;Dos Quebradas Tasa;2023;oct;168796328;85212682;83583646;1290070;10;1459;1240;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2023;nov;137939528;78115507;59824021;-6645188;10;1233;1240;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2023;dic;126770560;65152233;61618327;-27074015;10;1095;1240;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2024;ene;169872802;95204575;74668227;5997141;10;1480;1240;Baja
Zonas Secundarias;Dos Quebradas Tasa;2024;feb;144866809;71565176;73301633;16261884;10;1247;1240;Baja
Zonas Secundarias;Dos Quebradas Tasa;2024;mar;158065701;90896452;67169249;387595;10;1309;1240;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2024;abr;154048670;80943529;73105141;15943937;10;1226;1400;Baja
Zonas Secundarias;Dos Quebradas Tasa;2024;may;172070461;85308401;86762060;9970464;8;1480;1040;Baja
Zonas Secundarias;Dos Quebradas Tasa;2024;jun;178543569;52850503;125693066;64956399;8;1476;1040;Media
Zonas Secundarias;Dos Quebradas Tasa;2024;jul;185944111;115895468;70048643;-8761091;10;1566;1200;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2024;ago;159830559;96884581;62945978;-8480960;11;1209;1200;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2024;sep;151426495;86430775;64995720;520132;11;1215;1200;Perdida
Zonas Secundarias;Dos Quebradas Tasa;2024;oct;206251743;84868317;121383426;24871383;11;1792;1200;Baja
Zonas Secundarias;Dos Quebradas Tasa;2024;nov;173469217;93061073;80408144;54750058;11;1335;1200;Media
Zonas Secundarias;Dos Quebradas Tasa;2024;dic;154603279;93257739;61345540;-5289938;11;1234;1200;Perdida
Zonas Secundarias;Girardot;2021;ene;4820725;2397882;2422843;2053267;0;28;0;Media
Zonas Secundarias;Girardot;2021;feb;9458316;3775137;5683179;4975408;0;40;0;Alta
Zonas Secundarias;Girardot;2021;mar;10199530;2648043;7551487;5569844;0;58;0;Alta
Zonas Secundarias;Girardot;2021;abr;8531683;482866;8048817;3292207;0;59;0;Media
Zonas Secundarias;Girardot;2021;may;9733498;2821588;6911910;4401241;0;58;0;Alta
Zonas Secundarias;Girardot;2021;jun;13324536;3517123;9807413;8107370;0;83;0;Alta
Zonas Secundarias;Girardot;2021;jul;9478620;2195216;7283404;5223785;0;54;0;Alta
Zonas Secundarias;Girardot;2021;ago;11647940;3179092;8468848;7364566;1;67;0;Alta
Zonas Secundarias;Girardot;2021;sep;12457614;3714664;8742950;4515999;1;77;0;Media
Zonas Secundarias;Girardot;2021;oct;9945855;4185295;5760560;4678742;1;54;0;Alta
Zonas Secundarias;Girardot;2021;nov;17005550;7153247;9852303;6605606;1;77;0;Media
Zonas Secundarias;Girardot;2021;dic;12831538;5125853;7705685;4870962;1;71;0;Media
Zonas Secundarias;Girardot;2022;ene;11820728;3827432;7993296;5311159;1;74;0;Alta
Zonas Secundarias;Girardot;2022;feb;11862787;4630591;7232196;6442869;0;52;0;Alta
Zonas Secundarias;Girardot;2022;mar;15326953;4990289;10336664;3237250;1;86;160;Baja
Zonas Secundarias;Girardot;2022;abr;14189340;6921783;7267557;2211041;1;64;160;Baja
Zonas Secundarias;Girardot;2022;may;17033075;9021587;8011488;-415478;1;86;160;Perdida
Zonas Secundarias;Girardot;2022;jun;15785678;7997632;7788046;5809266;1;66;160;Media
Zonas Secundarias;Girardot;2022;jul;18147013;7971119;10175894;7583440;1;88;160;Media
Zonas Secundarias;Girardot;2022;ago;18243385;9081415;9161970;8718691;1;81;160;Alta
Zonas Secundarias;Girardot;2022;sep;14105289;8619515;5485774;4560818;1;55;160;Media
Zonas Secundarias;Girardot;2022;oct;12186207;6026940;6159267;3820607;1;60;160;Media
Zonas Secundarias;Girardot;2022;nov;11942096;7302847;4639249;1753987;1;48;160;Baja
Zonas Secundarias;Girardot;2022;dic;20067074;10022547;10044527;7258592;1;92;160;Media
Zonas Secundarias;Girardot;2023;ene;10970288;3759902;7210386;4367219;1;50;160;Media
Zonas Secundarias;Girardot;2023;feb;11456582;6982514;4474068;1544947;1;46;160;Baja
Zonas Secundarias;Girardot;2023;mar;23539421;9890214;13649207;11939665;1;74;160;Alta
Zonas Secundarias;Girardot;2023;abr;16925137;7316888;9608249;7856022;1;63;160;Alta
Zonas Secundarias;Girardot;2023;may;16753312;11036428;5716884;4027187;1;56;160;Media
Zonas Secundarias;Girardot;2023;jun;23131677;12278841;10852836;9555145;1;84;160;Media
Zonas Secundarias;Girardot;2023;jul;11946379;7980002;3966377;241566;1;41;160;Baja
Zonas Secundarias;Girardot;2023;ago;20244576;13472489;6772087;4856734;1;73;160;Media
Zonas Secundarias;Girardot;2023;sep;14314323;7923071;6391252;3448030;1;50;160;Media
Zonas Secundarias;Girardot;2023;oct;15805810;9696803;6109007;3847533;1;51;160;Media
Zonas Secundarias;Girardot;2023;nov;17382989;12010760;5372229;3444401;2;57;160;Baja
Zonas Secundarias;Girardot;2023;dic;19303441;11519383;7784058;4281971;2;73;160;Media
Zonas Secundarias;Girardot;2024;ene;23740968;13477169;10263799;8406870;2;81;160;Media
Zonas Secundarias;Girardot;2024;feb;18163825;13032916;5130909;2250295;2;77;160;Baja
Zonas Secundarias;Girardot;2024;mar;11863249;11234617;628632;-1842007;2;44;160;Perdida
Zonas Secundarias;Girardot;2024;abr;14951342;11152711;3798631;-2108376;2;62;160;Perdida
Zonas Secundarias;Girardot;2024;may;14421216;9891632;4529584;2279577;2;56;160;Baja
Zonas Secundarias;Girardot;2024;jun;17234659;13195317;4039342;3037362;2;65;160;Baja
Zonas Secundarias;Girardot;2024;jul;19049194;13454196;5594998;1925542;1;70;160;Baja
Zonas Secundarias;Girardot;2024;ago;27893770;18020663;9873107;7516840;1;91;160;Media
Zonas Secundarias;Girardot;2024;sep;9634343;8158377;1475966;-3029424;1;36;160;Perdida
Zonas Secundarias;Girardot;2024;oct;14999561;8479434;6520127;4657868;1;61;160;Media
Zonas Secundarias;Girardot;2024;nov;14861973;9683550;5178423;-908155;1;63;160;Perdida
Zonas Secundarias;Girardot;2024;dic;15760855;8340993;7419862;4544220;1;56;160;Media
Zonas Secundarias;Ibague TASA Taller;2021;ene;158576071;95284722;63291349;2689886;15;1467;2160;Baja
Zonas Secundarias;Ibague TASA Taller;2021;feb;204442514;98620588;105821926;40833126;15;1912;2160;Baja
Zonas Secundarias;Ibague TASA Taller;2021;mar;229315605;123172592;106143013;-2329510;15;2035;2160;Perdida
Zonas Secundarias;Ibague TASA Taller;2021;abr;202030737;104182153;97848584;13039178;16;1744;2480;Baja
Zonas Secundarias;Ibague TASA Taller;2021;may;175320701;107536954;67783747;-13956053;16;1755;2480;Perdida
Zonas Secundarias;Ibague TASA Taller;2021;jun;184974431;110086342;74888089;-2775276;16;1718;2480;Perdida
Zonas Secundarias;Ibague TASA Taller;2021;jul;212166445;108812901;103353544;24191695;16;2123;2480;Baja
Zonas Secundarias;Ibague TASA Taller;2021;ago;237875460;128534207;109341253;30603240;15;2284;2320;Baja
Zonas Secundarias;Ibague TASA Taller;2021;sep;244742857;133256858;111485999;32699655;15;2324;2320;Baja
Zonas Secundarias;Ibague TASA Taller;2021;oct;258844845;119037224;139807621;35315670;15;2295;2320;Baja
Zonas Secundarias;Ibague TASA Taller;2021;nov;241297820;133058133;108239687;33168720;14;2187;2160;Baja
Zonas Secundarias;Ibague TASA Taller;2021;dic;259382843;126765833;132617010;48910076;14;2185;2160;Baja
Zonas Secundarias;Ibague TASA Taller;2022;ene;218375906;112158116;106217790;16487659;15;1959;2320;Baja
Zonas Secundarias;Ibague TASA Taller;2022;feb;252254920;123482744;128772176;43722680;14;2361;2320;Baja
Zonas Secundarias;Ibague TASA Taller;2022;mar;248698343;121243696;127454647;58308316;15;2102;2320;Media
Zonas Secundarias;Ibague TASA Taller;2022;abr;263166049;125335716;137830333;52483566;16;2190;2320;Baja
Zonas Secundarias;Ibague TASA Taller;2022;may;255833848;131660021;124173827;39506874;16;2001;2320;Baja
Zonas Secundarias;Ibague TASA Taller;2022;jun;244892349;127539359;117352990;33861107;16;2066;2320;Baja
Zonas Secundarias;Ibague TASA Taller;2022;jul;259021398;134913721;124107677;-65033885;15;1933;2160;Perdida
Zonas Secundarias;Ibague TASA Taller;2022;ago;328740450;150671952;178068498;73138331;15;2817;2160;Media
Zonas Secundarias;Ibague TASA Taller;2022;sep;239367509;120418452;118949057;71214510;14;1864;2000;Media
Zonas Secundarias;Ibague TASA Taller;2022;oct;249898026;159096750;90801276;12663401;12;1822;1840;Baja
Zonas Secundarias;Ibague TASA Taller;2022;nov;223840642;115200225;108640417;52368162;13;1455;2000;Media
Zonas Secundarias;Ibague TASA Taller;2022;dic;249737420;100539831;149197589;76941801;13;1758;1840;Media
Zonas Secundarias;Ibague TASA Taller;2023;ene;273696982;116575530;157121452;79105974;13;2249;1840;Media
Zonas Secundarias;Ibague TASA Taller;2023;feb;201985187;111574742;90410445;30061278;14;1955;1840;Baja
Zonas Secundarias;Ibague TASA Taller;2023;mar;288644763;162793688;125851075;41457955;14;2298;1840;Baja
Zonas Secundarias;Ibague TASA Taller;2023;abr;262147967;141523446;120624521;58609863;14;1742;1840;Media
Zonas Secundarias;Ibague TASA Taller;2023;may;252238155;139409990;112828165;41557752;13;1851;1840;Baja
Zonas Secundarias;Ibague TASA Taller;2023;jun;212485650;123254387;89231263;-1789515;13;1442;2000;Perdida
Zonas Secundarias;Ibague TASA Taller;2023;jul;250029936;124062713;125967223;35298003;13;1795;2000;Baja
Zonas Secundarias;Ibague TASA Taller;2023;ago;292494778;150725059;141769719;29267198;14;2400;2000;Baja
Zonas Secundarias;Ibague TASA Taller;2023;sep;268641029;128692514;139948515;73723904;12;1754;1840;Media
Zonas Secundarias;Ibague TASA Taller;2023;oct;271907942;145697993;126209949;4182476;14;2249;2000;Baja
Zonas Secundarias;Ibague TASA Taller;2023;nov;221324386;147451990;73872396;-27382853;15;1407;2000;Perdida
Zonas Secundarias;Ibague TASA Taller;2023;dic;254965455;130227313;124738142;33452222;14;1703;1840;Baja
Zonas Secundarias;Ibague TASA Taller;2024;ene;243234939;131765138;111469801;-3834345;14;1741;1840;Perdida
Zonas Secundarias;Ibague TASA Taller;2024;feb;266520718;151786675;114734043;-21086310;15;2142;2000;Perdida
Zonas Secundarias;Ibague TASA Taller;2024;mar;271438658;160151898;111286760;21571937;15;1948;2000;Baja
Zonas Secundarias;Ibague TASA Taller;2024;abr;243452422;128760854;114691568;-2695431;15;1705;2000;Perdida
Zonas Secundarias;Ibague TASA Taller;2024;may;276486178;156396922;120089256;24959406;15;1700;2000;Baja
Zonas Secundarias;Ibague TASA Taller;2024;jun;254200045;147416192;106783853;21469909;15;1815;2000;Baja
Zonas Secundarias;Ibague TASA Taller;2024;jul;251449463;146833681;104615782;-1103454;14;1990;2000;Perdida
