Zona,Sede,Año,Mes,Ingresos,Costo_mat_prima,Costo_M.Obra,Utilidad_Bruta,Gastos_operativos,Gastos_personal,Ut_Operacional,Empl_Admon,Empl_Operativo,Ordenes,Hrs_Ejecutadas,Capac_Hrs,Mg_Bruto,Mg_Operacional
Zona Bogotá,Bogotá Motor Show,2021,mar,379805491,85910577,50878937,243015977,60935472,55348843,126731662,10,9,760,2002,1440,0.6398432428139909,0.3336751705888317
Zona Bogotá,Bogotá Motor Show,2021,abr,208658665,43713445,39088587,125856633,69401069,52634646,3820918,10,9,416,1161,1440,0.6031699330578962,0.018311810822713735
Zona Bogotá,Bogotá Motor Show,2021,may,252661378,70362946,43085250,139213182,57385345,55546655,26281182,10,9,505,1370,1440,0.5509871872859017,0.10401740941981247
Zona Bogotá,Bogotá Motor Show,2021,jun,305615792,73341293,47714914,184559585,65554420,58101330,60903835,11,9,602,1661,1440,0.6038941371197206,0.1992823558018232
Zona Bogotá,Bogotá Motor Show,2021,jul,339808989,61501208,50295778,228012003,62952685,61495441,103563877,11,10,698,1834,1440,0.6710005043451043,0.3047708576067127
Zona Bogotá,Bogotá Motor Show,2021,ago,338816418,86141090,57000431,195674897,61267693,61388639,73018565,11,10,669,1842,1440,0.5775248382444088,0.21551070467901587
Zona Bogotá,Bogotá Motor Show,2021,sep,359861863,82337269,55244817,222279777,61490134,62804141,97985502,10,10,714,1885,1440,0.6176808377163323,0.2722864300849796
Zona Bogotá,Bogotá Motor Show,2021,oct,354221417,77636757,49526292,227058368,65582149,61898470,99577749,10,10,711,1849,1440,0.6410068875084423,0.28111724537536925
Zona Bogotá,Bogotá Motor Show,2021,nov,353731135,85952384,49977556,217801195,73426719,56930883,87443593,9,11,701,1800,1600,0.6157252598078481,0.2472035519293488
Zona Bogotá,Bogotá Motor Show,2021,dic,451509969,100227030,56470632,294812307,67167451,81207529,146437327,9,11,861,2347,1600,0.6529475033584474,0.32432800392941047
Zona Bogotá,Bogotá Motor Show,2022,ene,383381909,88237346,60715214,234429349,63754442,51246546,119428361,10,11,664,1970,1600,0.6114773376017594,0.31151277145943784
Zona Bogotá,Bogotá Motor Show,2022,feb,308036153,75549194,52566145,179920814,63345804,57478619,59096391,10,11,623,1549,1600,0.584089926613257,0.1918488801540123
Zona Bogotá,Bogotá Motor Show,2022,mar,387897510,89729779,61880533,236287198,75643187,69940477,90703534,10,11,690,1941,1600,0.6091485299815408,0.23383376191303729
Zona Bogotá,Bogotá Motor Show,2022,abr,346569068,88343169,57511154,200714745,72889508,64902366,62922871,10,11,679,1633,1600,0.5791478915250452,0.1815593969857691
Zona Bogotá,Bogotá Motor Show,2022,may,367735784,87802899,57034775,222898110,68153816,65064054,89680240,10,10,601,1760,1600,0.6061365787562301,0.2438713987105481
Zona Bogotá,Bogotá Motor Show,2022,jun,363320775,91980770,55624745,215715260,69881192,64260651,81573417,10,10,597,1695,1600,0.5937322466627459,0.22452175216239698
Zona Bogotá,Bogotá Motor Show,2022,jul,452579491,117907099,57461303,277211089,67422074,64724473,145064542,10,10,715,2002,1600,0.6125135904578584,0.32052831576497576
Zona Bogotá,Bogotá Motor Show,2022,ago,407346082,89901807,55760228,261684047,57331107,61436795,142916145,10,10,695,1957,1600,0.6424120878128392,0.3508469856842762
Zona Bogotá,Bogotá Motor Show,2022,sep,401275298,99835908,55300535,246138855,65001709,66525417,114611729,10,10,653,1879,1600,0.6133914951326009,0.28561870010747586
Zona Bogotá,Bogotá Motor Show,2022,oct,392387281,100637716,51963661,239785904,63338950,68370047,108076907,10,10,629,1745,1600,0.611094996221348,0.2754342768821806
Zona Bogotá,Bogotá Motor Show,2022,nov,386934638,100375795,51464775,235094068,64932649,74258324,95903095,10,10,670,1795,1600,0.607580828677323,0.2478534759661398
Zona Bogotá,Bogotá Motor Show,2022,dic,501182300,131387484,57570162,312224654,92746180,87557033,131921441,10,11,797,2335,1600,0.6229762184338912,0.26322047087457
Zona Bogotá,Bogotá Motor Show,2023,ene,420017235,105994838,61646874,252375523,74033797,57758943,120582783,11,10,651,1810,1600,0.600869445274073,0.28709008333908015
Zona Bogotá,Bogotá Motor Show,2023,feb,392503742,100948079,49753352,241802311,58264146,68736803,114801362,11,10,577,1620,1600,0.6160509700312615,0.29248475801792484
Zona Bogotá,Bogotá Motor Show,2023,mar,454329477,116442055,67024356,270863066,66629255,76107554,128126257,11,9,659,1901,1440,0.5961820214451989,0.2820117634586144
Zona Bogotá,Bogotá Motor Show,2023,abr,359749423,92222023,49980550,217546850,71990180,74945293,70611377,11,8,506,1479,1280,0.6047177176431496,0.19627933357380256
Zona Bogotá,Bogotá Motor Show,2023,may,396309954,126224108,49683750,220402096,57317241,82665058,80419797,11,8,597,1577,1280,0.5561356553764482,0.20292146636316885
Zona Bogotá,Bogotá Motor Show,2023,jun,412408359,115882484,56291060,240234815,70558584,64803852,104872379,11,9,625,1612,1440,0.5825168422447033,0.254292563939035
Zona Bogotá,Bogotá Motor Show,2023,jul,429163397,98193043,54099569,276870785,79176161,76879754,120814870,10,9,611,1804,1440,0.6451407248041706,0.2815125214418041
Zona Bogotá,Bogotá Motor Show,2023,ago,449909968,145683237,50453908,253772823,68445576,71316346,114010901,11,9,652,1703,1440,0.5640524572685174,0.2534082574494104
Zona Bogotá,Bogotá Motor Show,2023,sep,429247138,138910453,29424492,260912193,69244724,46379823,145287646,11,9,624,1587,1440,0.6078367679180658,0.33847085545390404
Zona Bogotá,Bogotá Motor Show,2023,oct,377814830,111424364,57875493,208514973,98576586,60582968,49355419,11,10,572,1425,1600,0.5518972693581139,0.13063388485835772
Zona Bogotá,Bogotá Motor Show,2023,nov,423977694,138219874,53358359,232399461,99919269,64531692,67948500,10,10,633,1580,1600,0.5481407731794494,0.16026432749077596
Zona Bogotá,Bogotá Motor Show,2023,dic,542632813,162571182,54652067,325409564,99407710,74797086,151204768,10,10,701,1804,1600,0.5996864844957321,0.2786502481559293
Zona Bogotá,Bogotá Motor Show,2024,ene,446772372,122138876,52374994,272258502,99318905,53846118,119093479,10,10,617,1632,1600,0.6093897453444145,0.26656410840014966
Zona Bogotá,Bogotá Motor Show,2024,feb,412806588,121344240,52725456,238736892,101381622,55846876,81508394,9,10,583,1423,1600,0.5783262645023485,0.1974493536910317
Zona Bogotá,Bogotá Motor Show,2024,mar,391452988,118293387,71661648,201497953,67323671,57951625,76222657,9,10,548,1428,1600,0.5147436836016692,0.19471726959968946
Zona Bogotá,Bogotá Motor Show,2024,abr,457240888,148522865,44209420,264508603,77802134,52944670,133761799,10,11,572,1468,1760,0.5784885165387921,0.2925412020457803
Zona Bogotá,Bogotá Motor Show,2024,may,463482715,150536303,82528227,230418185,92530506,64100273,73787406,11,10,552,1521,1600,0.4971451524357278,0.15920206646757043
Zona Bogotá,Bogotá Motor Show,2024,jun,403935253,134127948,54471010,215336295,82097465,69594395,63644435,11,10,528,1325,1600,0.5330960677502441,0.15756098168534946
Zona Bogotá,Bogotá Motor Show,2024,jul,448647174,129305451,49665340,269676383,79970550,85504427,104201406,10,10,620,1484,1600,0.6010878896118935,0.2322569093012943
Zona Bogotá,Bogotá Motor Show,2024,ago,479882244,136680132,59368110,283834002,84912741,81995108,116926153,10,10,605,1561,1600,0.591465938881456,0.24365592697361813
Zona Bogotá,Bogotá Motor Show,2024,sep,470781883,141282680,68776776,260722427,80492894,77145792,103083741,10,13,602,1462,2080,0.5538072649239988,0.2189628461127507
Zona Bogotá,Bogotá Motor Show,2024,oct,491147423,191032858,58937782,241176783,90296438,72352727,78527618,10,12,651,1590,1920,0.49104764008911433,0.15988604301401374
Zona Bogotá,Bogotá Motor Show,2024,nov,502890340,145797407,60500163,296592770,79741310,92815265,124036195,10,12,600,1731,1920,0.5897762323292987,0.24664660490396376
Zona Bogotá,Bogotá Motor Show,2024,dic,625300750,180497153,71125614,373677983,86987275,95651962,191038746,10,12,726,1947,1920,0.5975972090230182,0.3055149797917242
Zona Bogotá,Bogotá Toberín,2021,ene,4415873,5103162,11109028,-11796317,30957678,5287302,-48041297,2,4,21,23,460,-2.6713442619386925,-10.879229769515563
Zona Bogotá,Bogotá Toberín,2021,feb,35391792,12771474,13179483,9440835,31142466,7790123,-29491754,2,4,123,186,460,0.2667521045557682,-0.8332936066079955
Zona Bogotá,Bogotá Toberín,2021,mar,39498884,11237174,12277417,15984293,30591042,9026770,-23633519,2,3,130,230,460,0.40467707897772504,-0.5983338415333456
Zona Bogotá,Bogotá Toberín,2021,abr,27091995,10908112,11727008,4456875,31663777,7953201,-35160103,2,3,86,154,460,0.16450892597610475,-1.2978041299653273
Zona Bogotá,Bogotá Toberín,2021,may,34537887,11600359,11254518,11683010,31442095,7498344,-27257429,1,3,107,198,460,0.3382664955733974,-0.7892037228565836
Zona Bogotá,Bogotá Toberín,2021,jun,43837929,14169514,11676466,17991949,32049215,4199774,-18257040,1,3,128,261,460,0.4104196847437752,-0.4164667541662381
Zona Bogotá,Bogotá Toberín,2021,jul,40732832,13097418,12630769,15004645,32626739,4391699,-22013793,1,3,121,235,460,0.36836734062586174,-0.540443468305862
Zona Bogotá,Bogotá Toberín,2021,ago,52152263,15513833,13097618,23540812,31989976,5119178,-13568342,2,3,149,300,460,0.4513862035095198,-0.26016784736647
Zona Bogotá,Bogotá Toberín,2021,sep,47782610,13905393,13055310,20821907,30815657,7696306,-17690056,2,3,136,271,460,0.4357632829181997,-0.3702195422142072
Zona Bogotá,Bogotá Toberín,2021,oct,45415204,20953350,15764939,8696915,31826548,6540551,-29670184,2,3,138,247,460,0.19149787370766846,-0.6533094952078163
Zona Bogotá,Bogotá Toberín,2021,nov,49100337,22310294,15097888,11692155,32471287,8624675,-29403807,2,3,143,271,460,0.23812779533468376,-0.5988514294718588
Zona Bogotá,Bogotá Toberín,2021,dic,62165498,22966215,14357211,24842072,30742512,11167876,-17068316,2,3,189,345,460,0.3996118876100695,-0.274562523411298
Zona Bogotá,Bogotá Toberín,2022,ene,51357125,20071767,12696533,18588825,32817047,5599198,-19827420,2,3,144,313,460,0.36195221208352296,-0.38606950836909193
Zona Bogotá,Bogotá Toberín,2022,feb,42231320,17957754,13163541,11110025,27196960,8188618,-24275553,2,3,125,256,460,0.2630754852086082,-0.5748234485685032
Zona Bogotá,Bogotá Toberín,2022,mar,45635270,18037332,14827508,12770430,27431618,8571338,-23232526,2,3,131,254,460,0.2798368454925324,-0.5090914549207225
Zona Bogotá,Bogotá Toberín,2022,abr,52437785,21408832,15693478,15335475,32095148,8877099,-25636772,2,3,142,282,460,0.2924508539023912,-0.4888988350671181
Zona Bogotá,Bogotá Toberín,2022,may,62045408,21502007,16645614,23897787,29448858,9875466,-15426537,2,3,159,335,460,0.3851660867473061,-0.2486330172895309
Zona Bogotá,Bogotá Toberín,2022,jun,55447131,24191222,15375148,15880761,30955997,9663742,-24738978,2,3,137,269,460,0.2864126730019629,-0.4461723727418827
Zona Bogotá,Bogotá Toberín,2022,jul,51525328,21933353,15940524,13651451,29127473,8228821,-23704843,2,3,130,255,460,0.2649464162557102,-0.46006195244404846
Zona Bogotá,Bogotá Toberín,2022,ago,63394144,18085312,12769363,32539469,30464914,8571482,-6496927,2,3,147,343,460,0.5132882463086811,-0.10248465536501289
Zona Bogotá,Bogotá Toberín,2022,sep,40641032,21757487,11099104,7784441,30739564,14744228,-37699351,3,2,118,204,320,0.19154142050329825,-0.9276179551739729
Zona Bogotá,Bogotá Toberín,2022,oct,57340681,14370524,6464993,36505164,31803634,16774031,-12072501,3,2,145,279,320,0.636636387349498,-0.21053989575045334
Zona Bogotá,Bogotá Toberín,2022,nov,50681981,18687665,8384906,23609410,38270045,22206418,-36867053,3,2,137,273,320,0.46583439585757314,-0.7274193366672073
Zona Bogotá,Bogotá Toberín,2022,dic,75071898,20964385,13859976,40247537,29792237,13460678,-3005378,3,2,218,415,320,0.5361198807042283,-0.04003332911604286
Zona Bogotá,Bogotá Toberín,2023,ene,54845029,24891288,7490021,22463720,34264804,11947707,-23748791,3,2,139,268,320,0.4095853427299674,-0.4330162903186723
Zona Bogotá,Bogotá Toberín,2023,feb,56082074,8306788,8756038,39019248,34604968,16667456,-12253176,3,2,134,297,320,0.6957525857549419,-0.21848649891229058
Zona Bogotá,Bogotá Toberín,2023,mar,59076674,24236373,12198439,22641862,39337024,17909213,-34604375,3,2,158,282,320,0.3832623007855859,-0.5857536089455544
Zona Bogotá,Bogotá Toberín,2023,abr,55243410,22878317,10753439,21611654,23812569,18672707,-20873622,3,2,146,254,320,0.3912078200820695,-0.37784818134868936
Zona Bogotá,Bogotá Toberín,2023,may,64289524,22649911,10863575,30776038,34030067,17853813,-21107842,3,2,149,313,320,0.4787099994705203,-0.3283247516344965
Zona Bogotá,Bogotá Toberín,2023,jun,58557811,18189981,11670982,28696848,33192173,18233961,-22729286,3,2,151,289,320,0.4900601219536707,-0.38815122375390704
Zona Bogotá,Bogotá Toberín,2023,jul,65321325,25146339,12253949,27921037,49966348,16424803,-38470114,3,2,151,311,320,0.4274413753854503,-0.5889365226440217
Zona Bogotá,Bogotá Toberín,2023,ago,57644828,21381315,9487262,26776251,43945946,17117744,-34287439,3,2,149,297,320,0.4645039620900595,-0.594805122846407
Zona Bogotá,Bogotá Toberín,2023,sep,57785564,25484055,9206297,23095212,43319144,16573739,-36797671,3,2,134,312,320,0.39967096280309733,-0.636796951570811
Zona Bogotá,Bogotá Toberín,2023,oct,105802416,38625969,13532549,53643898,57151929,20112550,-23620581,3,2,195,609,320,0.5070195939570983,-0.22325181118737403
Zona Bogotá,Bogotá Toberín,2023,nov,108986697,28447116,9552901,70986680,41143080,15289720,14553880,3,2,165,656,320,0.6513334375111854,0.13353813264016984
Zona Bogotá,Bogotá Toberín,2023,dic,96892670,24000536,18745343,54146791,41811407,17544392,-5209008,3,2,194,524,320,0.5588326856923232,-0.05376059922799114
Zona Bogotá,Bogotá Toberín,2024,ene,147029064,35008512,70455297,41565255,46175742,27744185,-32354672,4,3,173,884,640,0.2827009427197333,-0.22005630124939107
Zona Bogotá,Bogotá Toberín,2024,feb,140814876,30330580,88155329,22328967,46720441,23336223,-47727697,4,10,158,917,1880,0.15856965992712305,-0.3389393106449918
Zona Bogotá,Bogotá Toberín,2024,mar,136226477,26802669,65888414,43535394,45051872,34351603,-35868081,4,10,167,750,1880,0.3195810018635364,-0.2632974278561135
Zona Bogotá,Bogotá Toberín,2024,abr,113259882,28424828,90465369,-5630315,49401673,26685902,-81717890,4,11,146,599,2040,-0.049711468002412364,-0.7215078150973175
Zona Bogotá,Bogotá Toberín,2024,may,130817593,29029027,78665151,23123415,57345818,34742538,-68964941,5,11,157,766,2040,0.17676074348807197,-0.5271839927524121
Zona Bogotá,Bogotá Toberín,2024,jun,167683604,30706436,101877593,35099575,49405627,36610321,-50916373,4,10,187,1072,1720,0.20932025649925798,-0.30364550728525613
Zona Bogotá,Bogotá Toberín,2024,jul,236186028,34916878,105381226,95887924,54528294,34182998,7176632,4,9,204,1370,1560,0.4059847435175124,0.030385506123164915
Zona Bogotá,Bogotá Toberín,2024,ago,143870740,30318328,72420289,41132123,44924652,26025971,-29818500,4,9,161,817,1560,0.28589637475973223,-0.20725896036956507
Zona Bogotá,Bogotá Toberín,2024,sep,164258632,30698907,76844534,56715191,62970427,28912716,-35167952,3,8,152,1118,1400,0.3452798206672024,-0.21410108906787925
Zona Bogotá,Bogotá Toberín,2024,oct,151241389,32759931,53476209,65005249,57581562,19068240,-11644553,3,8,169,963,1400,0.42981124036093055,-0.07699316355789354
Zona Bogotá,Bogotá Toberín,2024,nov,99109690,28851957,74577447,-4319714,55022110,22826395,-82168219,3,8,128,572,1400,-0.043585183244948096,-0.8290634245753367
Zona Bogotá,Bogotá Toberín,2024,dic,121920406,24950957,86428442,10541007,54657483,24480031,-68596507,2,8,172,703,1400,0.08645810283801056,-0.5626335184612165
Zona Bogotá,Chía,2021,ene,220824366,52092500,43941924,124789942,33081839,22496721,69211382,5,12,498,1260,1600,0.5651094770945703,0.31342275879102943
Zona Bogotá,Chía,2021,feb,218518039,50166373,44423392,123928274,36380773,24290323,63257178,5,12,507,1239,1440,0.5671306340068336,0.28948263625960874
Zona Bogotá,Chía,2021,mar,276808536,60181788,47739107,168887641,36873800,30262627,101751214,5,11,647,1522,1280,0.6101243965973651,0.36758698077143115
Zona Bogotá,Chía,2021,abr,213186688,48167144,41414695,123604849,37955152,22842933,62806764,5,11,500,1187,1280,0.5797962816515072,0.2946092206282599
Zona Bogotá,Chía,2021,may,164406473,40260103,40207075,83939295,34883422,22796266,26259607,5,11,404,935,1280,0.5105595507787579,0.15972368070933557
Zona Bogotá,Chía,2021,jun,245205671,51810086,47285738,146109847,41936532,26003943,78169372,5,11,571,1366,1280,0.5958665083239449,0.31879104460026947
Zona Bogotá,Chía,2021,jul,258468848,57692583,51910369,148865896,45260735,26340963,77264198,5,11,566,1350,1120,0.5759529519781819,0.2989304072729105
Zona Bogotá,Chía,2021,ago,257271741,53865077,40893229,162513435,37392617,18941385,106179433,4,11,603,1359,1120,0.6316800841332978,0.4127131591961357
Zona Bogotá,Chía,2021,sep,282050648,65506239,53758119,162786290,45385327,20678029,96722934,4,10,634,1508,1120,0.5771526892574272,0.34292753690110295
Zona Bogotá,Chía,2021,oct,285808060,63983958,47408057,174416045,58625433,19651702,96138910,4,11,658,1461,1280,0.6102558654224097,0.3363757831042274
Zona Bogotá,Chía,2021,nov,292653686,64723791,42998363,184931532,49655899,30569019,104706614,5,11,647,1499,1280,0.6319125329588365,0.35778334259558925
Zona Bogotá,Chía,2021,dic,346394578,75037781,50540549,220816248,45398466,35553756,139864026,6,12,796,1793,1440,0.6374702781866292,0.4037708292304737
Zona Bogotá,Chía,2022,ene,282980547,51526392,54584820,176869335,44386634,34028232,98454469,6,13,626,1564,1600,0.625022945481832,0.34791956565127424
Zona Bogotá,Chía,2022,feb,292879809,65874356,53236219,173769234,48144664,32978652,92645918,6,12,615,1574,1600,0.5933124396431165,0.31632743245882133
Zona Bogotá,Chía,2022,mar,339978711,70556835,59533124,209888752,48592734,37270917,124025101,6,11,713,1841,1440,0.6173585145453416,0.36480255082795465
Zona Bogotá,Chía,2022,abr,301507509,70649953,49889612,180967944,44156207,41311635,95500102,7,10,611,1528,1440,0.60021040471002,0.3167420351046713
Zona Bogotá,Chía,2022,may,333992421,76250629,47344129,210397663,40702882,38666976,131027805,5,10,664,1670,1440,0.6299474172798669,0.392307719461694
Zona Bogotá,Chía,2022,jun,307511810,60721779,54000263,192789768,37241506,26351148,129197114,5,10,617,1598,1440,0.6269345167588848,0.4201370802636816
Zona Bogotá,Chía,2022,jul,320904901,68780812,54135873,197988216,38323113,16206285,143458818,4,11,661,1573,1600,0.6169685018303912,0.4470446464137985
Zona Bogotá,Chía,2022,ago,363990251,83475472,53951645,226563134,43138526,28161671,155262937,5,11,700,1745,1600,0.6224428631743766,0.4265579547074188
Zona Bogotá,Chía,2022,sep,343790056,88543497,56200614,199045945,44857663,43746586,110441696,7,12,646,1641,1760,0.5789752831012658,0.32124749995677593
Zona Bogotá,Chía,2022,oct,346944868,82973831,57826907,206144130,45404512,40307973,120431645,7,12,649,1587,1760,0.5941697053723245,0.34712041049703607
Zona Bogotá,Chía,2022,nov,327258266,83783063,51851372,191623831,59434605,51544078,80645148,8,11,626,1564,1760,0.585543134913512,0.24642661890777115
Zona Bogotá,Chía,2022,dic,392703227,89403175,64780260,238519792,78544140,41704785,118270867,6,12,704,1826,1760,0.6073792513041916,0.30117111056996737
Zona Bogotá,Chía,2023,ene,349624210,87076055,56664587,205883568,46443795,36349075,123090698,6,12,628,1479,1920,0.58887102812474,0.35206571650172624
Zona Bogotá,Chía,2023,feb,320978516,73681843,47239450,200057223,50508387,35816635,113732201,6,10,547,1362,1600,0.6232729389277879,0.35432963681594193
Zona Bogotá,Chía,2023,mar,411004653,112249813,60468025,238286815,44441336,40292771,153552708,6,10,653,1679,1600,0.5797667088698385,0.37360333241774757
Zona Bogotá,Chía,2023,abr,375430800,86157187,54330200,234943413,42134630,33349460,159459323,6,10,613,1618,1600,0.625796852575761,0.4247369235555527
Zona Bogotá,Chía,2023,may,368150453,104822527,52648974,210678952,52858872,36889863,120930217,7,10,612,1560,1600,0.5722631882786248,0.32848042427914653
Zona Bogotá,Chía,2023,jun,341519416,81275926,61127775,199115715,63339987,43674784,92100944,7,11,601,1416,1760,0.583028974844581,0.2696799645499511
Zona Bogotá,Chía,2023,jul,423266202,118667035,65022482,239576685,51279858,42722792,145574035,7,11,636,1841,1760,0.5660189352893336,0.34393021297741133
Zona Bogotá,Chía,2023,ago,409326915,115669648,67542789,226114478,46529778,41525858,138058842,7,11,661,1738,1760,0.5524055949264904,0.33728258988295456
Zona Bogotá,Chía,2023,sep,372151186,107454354,52323354,212373478,41998385,32948388,137426705,7,11,629,1568,1760,0.5706645201985195,0.3692765471933764
Zona Bogotá,Chía,2023,oct,392123129,113771659,50766446,227585024,66140616,59529358,101915050,6,10,603,1570,1600,0.5803917371066373,0.25990573486421403
Zona Bogotá,Chía,2023,nov,416638601,115044341,55437664,246156596,50817315,35784204,159555077,7,8,642,1699,1280,0.5908156263226316,0.38295797993042896
Zona Bogotá,Chía,2023,dic,576265294,109158857,50904658,416201779,47808342,50246695,318146742,7,9,721,1793,1440,0.7222398838407228,0.5520838150631365
Zona Bogotá,Chía,2024,ene,426736655,115743719,61301551,249691385,52777095,43590607,153323683,7,9,650,1662,1440,0.5851182036377915,0.35929344527481477
Zona Bogotá,Chía,2024,feb,402235831,104216690,62191998,235827143,77482849,49971172,108373122,7,9,572,1533,1440,0.5862907399713976,0.2694268228928616
Zona Bogotá,Chía,2024,mar,382354375,107012939,66913460,208427976,59806868,43499568,105121540,7,9,572,1385,1440,0.5451172776563626,0.27493222746568546
Zona Bogotá,Chía,2024,abr,394825703,111957638,51588629,231279436,68791608,49580956,112906872,8,10,563,1344,1600,0.5857760379901102,0.285966367290936
Zona Bogotá,Chía,2024,may,435038815,106119473,72391958,256527384,111206279,52662516,92658589,8,12,608,1628,1960,0.5896655083523984,0.21298924556881207
Zona Bogotá,Chía,2024,jun,426935314,107459149,74327766,245148399,138955100,58275751,47917548,8,12,572,1514,1960,0.5742050164536167,0.11223608455120675
Zona Bogotá,Chía,2024,jul,419756823,115524516,70211731,234020576,94461317,62039316,77519943,8,12,575,1527,1960,0.5575146446160328,0.18467822022752445
Zona Bogotá,Chía,2024,ago,398780296,109528685,68634857,220616754,23691083,75248255,121677416,7,10,571,1502,1640,0.553228823522414,0.3051239422320906
Zona Bogotá,Chía,2024,sep,394842956,113034991,52650705,229157260,54062602,52367574,122727084,7,9,482,1457,1440,0.5803757076522342,0.31082505622817796
Zona Bogotá,Chía,2024,oct,405035159,121927688,51905686,231201785,72797076,40270940,118133769,8,10,604,1413,1600,0.5708190507975136,0.2916629985694649
Zona Bogotá,Chía,2024,nov,415234209,115205402,68109188,231919619,59278794,51684448,120956377,6,12,608,1484,1920,0.5585272455237424,0.29129675344258543
Zona Bogotá,Chía,2024,dic,564714630,133743575,72922745,358048310,95791044,39245946,223011320,6,11,695,1896,1760,0.634034060707795,0.3949097617676383
Zona Bogotá,PDI  (Patio Calle 80),2021,ene,315465709,49050119,147137414,119278176,39932222,38414292,40931662,7,33,771,1905,3350,0.37810187477460505,0.12974995643662812
Zona Bogotá,PDI  (Patio Calle 80),2021,feb,429917660,70279859,108026638,251611163,54673657,18988635,177948871,6,34,984,2584,3670,0.5852543089297612,0.4139138434089914
Zona Bogotá,PDI  (Patio Calle 80),2021,mar,610087086,148859130,168761997,292465959,57473707,29387667,205604585,6,35,1426,3335,3260,0.47938395306403847,0.33700858404991707
Zona Bogotá,PDI  (Patio Calle 80),2021,abr,479294345,94018583,137887355,247388407,58842274,20854466,167691667,6,34,1378,2856,3260,0.5161513161604274,0.3498719915003379
Zona Bogotá,PDI  (Patio Calle 80),2021,may,288355717,55117670,123387219,109850828,52213616,18224145,39413067,6,35,722,1645,3260,0.38095595656249814,0.13668210712118464
Zona Bogotá,PDI  (Patio Calle 80),2021,jun,487645012,98128041,147559722,241957249,43097265,28558481,170301503,6,34,1161,2453,2940,0.496174969590379,0.34923253352174144
Zona Bogotá,PDI  (Patio Calle 80),2021,jul,591125256,106935495,152433659,331756102,51980632,31229968,248545502,6,37,1511,3062,2940,0.5612280961312877,0.4204616525469519
Zona Bogotá,PDI  (Patio Calle 80),2021,ago,606801774,401051295,155207464,50543015,49395309,24164777,-23017071,6,37,1556,3377,3100,0.08329411212301432,-0.03793177934908279
Zona Bogotá,PDI  (Patio Calle 80),2021,sep,673045589,181674046,171940655,319430888,56164706,28750435,234515747,6,37,1756,3686,3100,0.474605128123052,0.3484396166215718
Zona Bogotá,PDI  (Patio Calle 80),2021,oct,495622305,146873567,177664843,171083895,55488473,17444406,98151016,6,35,1252,2694,2940,0.3451900636312161,0.19803591365808285
Zona Bogotá,PDI  (Patio Calle 80),2021,nov,449227563,149048366,121316162,178863035,49130225,23937133,105795677,6,35,1115,2559,2620,0.398156857975342,0.23550575635538196
Zona Bogotá,PDI  (Patio Calle 80),2021,dic,450961657,156498121,131303107,163160429,55704363,16536859,90919207,6,36,1082,2655,2780,0.3618055470290238,0.20161183459550752
Zona Bogotá,PDI  (Patio Calle 80),2022,ene,223231318,90475104,128166015,4590199,46074172,25911022,-67394995,5,35,579,1431,2780,0.02056252250412283,-0.30190654073009593
Zona Bogotá,PDI  (Patio Calle 80),2022,feb,369282006,120782861,142626154,105872991,52988183,27148406,25736402,5,35,785,2258,2940,0.28669956640129385,0.0696930843686979
Zona Bogotá,PDI  (Patio Calle 80),2022,mar,279469736,102226367,139263441,37979928,57097841,20731014,-39848927,5,32,681,1791,2780,0.13589996735818294,-0.14258762888014465
Zona Bogotá,PDI  (Patio Calle 80),2022,abr,283372249,52896243,124637080,105838926,48725986,22922400,34190540,5,32,575,1567,2780,0.3734978508781218,0.12065592209772101
Zona Bogotá,PDI  (Patio Calle 80),2022,may,317347867,102252025,125653196,89442646,51870650,29177023,8394973,5,31,676,1723,2780,0.2818441694457647,0.02645353529349545
Zona Bogotá,PDI  (Patio Calle 80),2022,jun,314827346,126372403,138417114,50037829,46394196,28056514,-24412881,5,33,652,1700,2940,0.15893736562515762,-0.07754371184769954
Zona Bogotá,PDI  (Patio Calle 80),2022,jul,303542022,176285172,137013367,-9756517,54080216,25800675,-89637408,5,31,692,1690,2940,-0.032142228399598655,-0.2953047733206442
Zona Bogotá,PDI  (Patio Calle 80),2022,ago,385908988,149681700,137480113,98747175,52831030,27386687,18529458,5,31,815,2232,2940,0.2558820293659499,0.04801509831639371
Zona Bogotá,PDI  (Patio Calle 80),2022,sep,232449306,143384009,124325404,-35260107,43216800,20875421,-99352328,5,31,561,1339,2780,-0.15168944836514162,-0.4274150338826996
Zona Bogotá,PDI  (Patio Calle 80),2022,oct,167803918,139229733,101478673,-72904488,52998582,22203736,-148106806,5,29,417,949,2780,-0.43446237053892867,-0.8826182830844271
Zona Bogotá,PDI  (Patio Calle 80),2022,nov,174483434,126835606,103808799,-56160971,34800730,30877254,-121838955,5,30,371,943,4860,-0.32186993178962764,-0.6982837981054407
Zona Bogotá,PDI  (Patio Calle 80),2022,dic,217156499,154076635,118601113,-55521249,43110213,18705349,-117336811,5,29,437,1186,2940,-0.2556738999554418,-0.5403329467012636
Zona Bogotá,PDI  (Patio Calle 80),2023,ene,182900724,141820920,112685074,-71605270,80350317,31052913,-183008500,5,29,380,838,2940,-0.3914980128782869,-1.0005892595591912
Zona Bogotá,PDI  (Patio Calle 80),2023,feb,276295815,149440662,116927038,9928115,79624471,26939713,-96636069,5,26,535,1282,2420,0.03593291849172598,-0.34975581877705963
