Zona,Sede,Año,Mes,Ingresos,Costo_mat_prima,Costo_M.Obra,Utilidad_Bruta,Gastos_operativos,Gastos_personal,Ut_Operacional,Empl_Admon,Empl_Operativo,Ordenes,Hrs_Ejecutadas,Capac_Hrs,Mg_Bruto,Mg_Operacional
Zona Costa,Montería,2022,abr,217904337,38345517,77384282,102174538,40221382,31564213,30388943,7,18,407,1656,2410,0.46889630287624795,0.13946001910003286
Zona Costa,Montería,2022,may,209656592,41250194,80051849,88354549,32305654,35779897,20268998,7,18,401,1600,2410,0.4214250940414027,0.09667713190720949
Zona Costa,Montería,2022,jun,217454455,41804784,79411375,96238296,35508753,29818981,30910562,7,18,373,1652,2410,0.4425675988105187,0.14214729240658694
Zona Costa,Montería,2022,jul,208248095,47626691,62519710,98101694,37297585,26768968,34035141,7,17,453,1406,2410,0.4710808711119302,0.16343554547281694
Zona Costa,Montería,2022,ago,252296118,49027286,78720037,124548795,41973900,32042865,50532030,7,17,488,1955,2410,0.49366116287211365,0.2002885751892544
Zona Costa,Montería,2022,sep,207140390,43652978,76458173,87029239,44986975,27484532,14557732,6,18,407,1579,2410,0.4201461578787218,0.07027954326049111
Zona Costa,Montería,2022,oct,217851064,46943781,75410665,95496618,32119122,26369539,37007957,7,18,404,1554,2410,0.43835736326722735,0.16987732958696955
Zona Costa,Montería,2022,nov,232117280,54295108,68436174,109385998,53600908,51475087,4310003,7,17,428,1710,2570,0.47125314410025826,0.01856821258632705
Zona Costa,Montería,2022,dic,186946383,44947892,63355248,78643243,10658353,26036037,41948853,6,17,403,1212,2250,0.42067271769574704,0.22438975457471141
Zona Costa,Montería,2023,ene,228635962,47090305,74911175,106634482,45002694,31839461,29792327,7,17,369,1689,2250,0.46639417993220156,0.13030464122699997
Zona Costa,Montería,2023,feb,233699956,48996308,74908812,109794836,39399468,33162385,37232983,7,16,342,1704,2250,0.46981111113260116,0.1593195978179816
Zona Costa,Montería,2023,mar,235396340,56885811,80187864,98322665,40881854,41393470,16047341,7,17,374,1670,2500,0.41768986297747873,0.06817158244686387
Zona Costa,Montería,2023,abr,165926001,39279640,66926246,59720115,28205432,32679039,-1164356,7,17,301,1161,2500,0.35992017308968954,-0.007017320932118409
Zona Costa,Montería,2023,may,247179929,67065559,72681826,107432544,36649382,33602136,37181026,7,18,413,1618,2500,0.43463295921571365,0.15042089440846146
Zona Costa,Montería,2023,jun,268534020,61876134,87406310,119251576,46294245,40011882,32945449,7,17,372,1751,2340,0.44408368071948573,0.12268631363728141
Zona Costa,Montería,2023,jul,229283653,67843079,79409363,82031211,43726000,36107802,2197409,7,17,389,1397,2340,0.35777173787439615,0.009583801423470865
Zona Costa,Montería,2023,ago,267766181,67473556,76713278,123579347,39233087,36791834,47554426,7,17,375,1720,2340,0.46151962334631047,0.17759683400795115
Zona Costa,Montería,2023,sep,222239713,52573218,51998067,117668428,58015621,22082252,37570555,7,15,333,1456,2140,0.5294662525054646,0.16905419149816847
Zona Costa,Montería,2023,oct,205140840,53910927,66948978,84280935,91114747,32825083,-39658895,7,15,342,1278,2140,0.4108442521732874,-0.19332520525898209
Zona Costa,Montería,2023,nov,211962488,60240782,69844413,81877293,35009732,34913671,11953890,7,15,353,1297,2140,0.3862819962747371,0.05639625252936265
Zona Costa,Montería,2023,dic,247993784,48188645,66796823,133008316,31662152,30157137,71189027,8,15,343,1597,2140,0.5363372978735629,0.2870597232388696
Zona Costa,Montería,2024,ene,199712122,48356389,61666367,89689366,40225537,32273643,17190186,8,15,305,1173,2140,0.4490932503335977,0.0860748252427061
Zona Costa,Montería,2024,feb,221985075,61421472,75066961,85496642,82491241,40295103,-37289702,8,13,320,1249,1980,0.3851459022639247,-0.16798292407721555
Zona Costa,Montería,2024,mar,181906296,45707550,72177648,64021098,34649638,38470264,-9098804,8,15,282,1027,1980,0.35194547636767887,-0.05001918130420291
Zona Costa,Montería,2024,abr,248773116,64172472,71491266,113109378,52926843,33786910,26395625,9,14,327,1429,1820,0.45466881558053884,0.10610320529972378
Zona Costa,Montería,2024,may,201111292,50811807,65014660,85284825,55120247,39788103,-9623525,9,15,302,1109,1980,0.4240678091809982,-0.04785173872782837
Zona Costa,Montería,2024,jun,200571257,54693556,76594592,69283109,25864650,37709694,5708765,8,15,269,918,1980,0.3454289016097655,0.028462527908472948
Zona Costa,Montería,2024,jul,212407956,55932074,81384430,75091452,35033058,39765560,292834,9,16,337,1045,2140,0.35352466740935073,0.001378639508211265
Zona Costa,Montería,2024,ago,267318860,55791511,83713558,127813791,47571454,47130407,33111930,9,16,349,1739,2140,0.4781323360424326,0.12386679338674421
Zona Costa,Montería,2024,sep,221339986,46849198,91729315,82761473,45248240,42528992,-5015759,8,16,295,1364,1980,0.3739110790401875,-0.022660880623711615
Zona Costa,Montería,2024,oct,252030502,64556863,65478332,121995307,43413722,31155950,47425635,8,16,325,1336,1980,0.4840497718803893,0.18817418774176786
Zona Costa,Montería,2024,nov,239207030,46223804,79756861,113226365,37329426,33606992,42289947,8,16,292,1404,1980,0.47334045742719183,0.17679224143203484
Zona Costa,Montería,2024,dic,228012266,47325176,75249239,105437851,38252025,38493202,28692624,8,16,299,1127,1980,0.4624218374286934,0.12583807223774532
Zona Costa,Santa Marta,2021,ene,136681854,23932955,42694352,70054547,11040897,25212416,33801234,7,12,308,1247,1500,0.5125372896975776,0.2472986209273983
Zona Costa,Santa Marta,2021,feb,169340025,18570907,46991849,103777269,15998515,25511914,62266840,7,12,283,1604,1500,0.6128336700080208,0.36770302827107765
Zona Costa,Santa Marta,2021,mar,153648559,21297725,48037283,84313551,28545994,24901692,30865865,7,12,321,1520,1500,0.5487428684573605,0.2008861339207223
Zona Costa,Santa Marta,2021,abr,134386485,20791901,41822214,71772370,24139102,26062806,21570462,8,12,234,1162,1500,0.5340743155831481,0.16051064956420283
Zona Costa,Santa Marta,2021,may,137488058,22398067,47571651,67518340,44317685,33176800,-9976145,8,12,263,1291,1500,0.49108512391672593,-0.07256008372741726
Zona Costa,Santa Marta,2021,jun,146503499,30783164,51119812,64600523,47574295,33548837,-16522609,8,12,277,1393,1300,0.44094866976521835,-0.11277962036934013
Zona Costa,Santa Marta,2021,jul,176692238,34943145,52762389,88986704,45537267,33071401,10378036,8,12,362,1475,1300,0.5036254280734166,0.05873509848236797
Zona Costa,Santa Marta,2021,ago,173033728,30916934,49721161,92395633,45764179,31855277,14776177,8,13,353,1508,1550,0.5339747000076194,0.08539477921899712
Zona Costa,Santa Marta,2021,sep,182562766,33780428,55497083,93285255,25550423,32057022,35677810,7,12,400,1531,1550,0.5109763455271049,0.195427637199581
Zona Costa,Santa Marta,2021,oct,221775818,33443425,59803454,128528939,45135985,31121351,52271603,8,13,390,1967,1710,0.5795444253529932,0.23569568346716682
Zona Costa,Santa Marta,2021,nov,180741722,32111711,56836934,91793077,48125822,33374506,10292749,8,13,356,1637,1710,0.5078687753124317,0.0569472775079569
Zona Costa,Santa Marta,2021,dic,219614961,35381608,64287486,119945867,87423775,34666311,-2144219,8,14,415,2030,1870,0.546164370832641,-0.009763537922172797
Zona Costa,Santa Marta,2022,ene,213544566,33506370,69928448,110109748,42222895,29200311,38686542,8,15,411,1842,2070,0.5156288921910568,0.18116378573641626
Zona Costa,Santa Marta,2022,feb,220066115,31339318,69079972,119646825,46166391,29749443,43730991,8,16,369,2087,2070,0.543685814601671,0.19871751268931157
Zona Costa,Santa Marta,2022,mar,237166801,34710878,72666825,129789098,52377957,38055485,39355656,8,17,446,2110,2230,0.5472481707083446,0.1659408308163671
Zona Costa,Santa Marta,2022,abr,229060126,34934569,70436328,123689229,59314103,34663322,29711804,7,15,395,1985,2230,0.5399858594332564,0.12971181199821744
Zona Costa,Santa Marta,2022,may,221009627,28504087,74630093,117875447,60648438,39060577,18166432,8,15,399,2127,2230,0.5333498300506159,0.08219746916273471
Zona Costa,Santa Marta,2022,jun,222782682,30974189,75562562,116245931,79110141,34753966,2381824,8,15,369,2205,2230,0.5217906973577058,0.01069124394507469
Zona Costa,Santa Marta,2022,jul,235091766,46424386,81504324,107163056,64546460,32824022,9792574,9,17,419,1798,2230,0.45583500359600004,0.04165426193616666
Zona Costa,Santa Marta,2022,ago,261923119,45147058,76526999,140249062,87325899,35495451,17427712,9,16,438,2180,2030,0.535458887842581,0.06653750942848233
Zona Costa,Santa Marta,2022,sep,232006957,40482262,78841486,112683209,47953223,41180862,23549124,9,15,405,1963,2030,0.4856889226817453,0.10150180108607691
Zona Costa,Santa Marta,2022,oct,239461149,52535771,68984152,117941226,48228425,35528182,34184619,8,15,453,2046,2030,0.49252760413339536,0.1427564310233891
Zona Costa,Santa Marta,2022,nov,238547371,109659741,65253146,63634484,66454343,43646808,-46466667,8,15,451,1995,2030,0.26675826999577373,-0.19479010313637035
Zona Costa,Santa Marta,2022,dic,223943563,47224798,61199935,115518830,90179898,21451715,3887217,8,15,417,1686,2030,0.5158390286038272,0.01735802069023971
Zona Costa,Santa Marta,2023,ene,269276808,46349363,77689158,145238287,73527496,40424258,31286533,8,15,467,2038,2070,0.5393642626660964,0.11618725441813764
Zona Costa,Santa Marta,2023,feb,225060705,49970496,70255400,104834809,61329786,36420315,7084708,8,15,403,1883,2230,0.46580680976716926,0.0314790980504571
Zona Costa,Santa Marta,2023,mar,282675180,56494064,73777435,152403681,58637637,43662187,50103857,9,16,462,2189,2230,0.5391477277913116,0.17724887271673445
Zona Costa,Santa Marta,2023,abr,275508224,60302409,88663441,126542374,51320298,39875961,35346115,9,16,431,2275,2230,0.4593052510839023,0.12829422834216375
Zona Costa,Santa Marta,2023,may,287112384,85938514,79118625,122055245,51782896,39031417,31240932,9,18,431,1994,2430,0.4251131327027677,0.10881081325980003
Zona Costa,Santa Marta,2023,jun,252653421,60661805,83868646,108122970,66908142,39410107,1804721,8,18,392,1980,2430,0.4279497565164574,0.007143069715252342
Zona Costa,Santa Marta,2023,jul,197150404,58095180,73158434,65896790,70333823,37576399,-42013432,8,18,358,1339,2430,0.33424628437484716,-0.213103453746917
Zona Costa,Santa Marta,2023,ago,283677960,62990653,84161846,136525461,81505842,49402001,5617618,8,19,397,2241,2430,0.4812691863689375,0.019802800330346426
Zona Costa,Santa Marta,2023,sep,253725649,53908703,50226738,149590208,55674221,19558165,74357822,8,19,381,1976,2430,0.5895746393380986,0.2930638754617985
Zona Costa,Santa Marta,2023,oct,248894186,61877834,99252483,87763869,85334569,43347932,-40918632,8,19,343,2083,2110,0.3526151832248906,-0.16440171888948824
Zona Costa,Santa Marta,2023,nov,251727245,64301203,75223583,112202459,65814332,36512126,9876001,7,19,395,1752,2110,0.44573029431120975,0.03923294437199279
Zona Costa,Santa Marta,2023,dic,253960197,44331830,77401105,132227262,55418049,38788412,38020801,8,19,446,1620,2110,0.5206613617487468,0.14971165343677853
Zona Costa,Santa Marta,2024,ene,288974097,60432996,90567763,137973338,64417136,38460297,35095905,8,19,425,2039,2110,0.4774591890151317,0.12145000318142701
Zona Costa,Santa Marta,2024,feb,186590980,56751563,72059409,57780008,75556950,41020944,-58797886,8,18,295,1208,2110,0.3096613137462486,-0.3151164434636658
Zona Costa,Santa Marta,2024,mar,224275442,50036423,90167828,84071191,54425927,43593454,-13948190,7,18,327,1492,2110,0.3748568735403495,-0.06219223056976519
Zona Costa,Santa Marta,2024,abr,293717412,75019711,76889199,141808502,97418597,30532343,13857562,7,18,373,1926,2110,0.4828059086943065,0.047179913188122466
Zona Costa,Santa Marta,2024,may,272147622,65551794,81315754,125280074,61385554,41798160,22096360,7,18,405,1687,2110,0.4603386686950364,0.0811925521803751
Zona Costa,Santa Marta,2024,jun,246804933,48722967,84662711,113419255,63421281,39766347,10231627,7,17,321,1788,1950,0.45955019464704133,0.041456331020741796
Zona Costa,Santa Marta,2024,jul,250883960,56625564,93627117,100631279,67695079,43745142,-10808942,7,17,347,1723,1910,0.40110686629786935,-0.04308343187822769
Zona Costa,Santa Marta,2024,ago,265569440,57595256,93295334,114678850,71982333,41735708,960809,7,17,358,1941,1910,0.4318224642112436,0.00361792004381227
Zona Costa,Santa Marta,2024,sep,256460164,50461707,94997084,111001373,61762792,40846506,8392075,9,18,315,1877,1910,0.43282111057216666,0.032722723362213865
Zona Costa,Santa Marta,2024,oct,251373990,47173529,72840870,131359591,60165982,36307148,34886461,8,17,309,1909,1910,0.5225663601870663,0.1387830976466579
Zona Costa,Santa Marta,2024,nov,273189937,47645867,85394696,140149374,70794433,36329353,33025588,6,19,315,2047,2110,0.5130107482692526,0.1208887426918657
Zona Costa,Santa Marta,2024,dic,279093722,40699377,117637311,120757034,74192721,45504330,1059983,6,19,345,1716,2110,0.43267556552203634,0.003797946411707534
Zona Costa,Sincelejo,2021,ene,0,0,0,0,436727,0,-436727,0,0,0,0,0,,-inf
Zona Costa,Sincelejo,2021,feb,0,0,0,0,3139779,0,-3139779,0,0,0,0,0,,-inf
Zona Costa,Sincelejo,2021,mar,1160510,54316,0,1106194,530704,0,575490,0,0,8,11,0,0.9531964394964283,0.4958940465829678
Zona Costa,Sincelejo,2021,abr,5939803,314316,0,5625487,291881,0,5333606,0,0,36,53,0,0.9470830934965352,0.8979432482861806
Zona Costa,Sincelejo,2021,may,3482528,133291,0,3349237,86951,0,3262286,0,0,22,31,0,0.9617257922980088,0.9367580102729971
Zona Costa,Sincelejo,2021,jun,6987707,393291,0,6594416,293691,0,6300725,0,0,43,58,0,0.9437167299659245,0.9016870627231508
Zona Costa,Sincelejo,2021,jul,5278135,133291,0,5144844,295524,0,4849320,0,0,36,45,0,0.9747465724162039,0.9187563410181816
Zona Costa,Sincelejo,2021,ago,6763322,133291,0,6630031,314501,0,6315530,0,0,41,60,0,0.9802920813174354,0.9337911162591401
Zona Costa,Sincelejo,2021,sep,7364834,133291,0,7231543,3470146,0,3761397,0,0,47,66,0,0.9819016966302295,0.5107239348503986
Zona Costa,Sincelejo,2021,oct,8864032,157125,0,8706907,460561,0,8246346,0,0,55,80,0,0.9822738681448804,0.9303154591499669
Zona Costa,Sincelejo,2021,nov,8615130,157125,0,8458005,403296,0,8054709,0,0,54,76,0,0.981761737779929,0.9349492114454454
Zona Costa,Sincelejo,2021,dic,7351145,471724,0,6879421,714079,0,6165342,0,0,45,62,0,0.9358298605183274,0.8386913875321463
Zona Costa,Sincelejo,2022,ene,13360937,3818228,0,9542709,191981,0,9350728,0,0,52,76,0,0.7142245338032804,0.6998557062277893
Zona Costa,Sincelejo,2022,feb,11875765,2688629,0,9187136,317871,0,8869265,0,0,40,63,0,0.7736037215286763,0.7468373616352294
Zona Costa,Sincelejo,2022,mar,17168095,4411247,0,12756848,26140269,0,-13383421,0,0,55,85,0,0.7430555341172098,-0.7795518955364588
Zona Costa,Sincelejo,2022,abr,17461863,4861936,0,12599927,20382223,3220062,-11002358,1,0,63,86,0,0.7215683114682552,-0.6300792761917786
Zona Costa,Sincelejo,2022,may,13526387,2800631,0,10725756,47266681,4822827,-41363752,1,0,42,78,0,0.7929505491747353,-3.0580044767312957
Zona Costa,Sincelejo,2022,jun,15312255,3662695,0,11649560,101912876,3692741,-93956057,1,0,52,82,0,0.7607997646329688,-6.136003939328336
Zona Costa,Sincelejo,2022,jul,20196471,4910707,1846021,13439743,28856494,3331480,-18748231,2,0,67,109,160,0.6654500679846495,-0.9282924229683492
Zona Costa,Sincelejo,2022,ago,23031654,5718134,2540205,14773315,21553907,3612054,-10392646,2,0,74,129,160,0.6414352612278736,-0.4512331593727485
Zona Costa,Sincelejo,2022,sep,23389434,5600711,2540452,15248271,31475194,3692156,-19919079,2,0,70,134,160,0.6519298842374723,-0.8516272347590796
Zona Costa,Sincelejo,2022,oct,22360078,5775439,5504862,11079777,23026835,7297113,-19244171,3,0,67,118,160,0.4955160263752211,-0.860648652477867
Zona Costa,Sincelejo,2022,nov,18825461,5485247,5820450,7519764,81208324,5749816,-79438376,2,1,59,99,160,0.3994464730505139,-4.2197307146953795
Zona Costa,Sincelejo,2022,dic,26991754,5555029,7162951,14273774,23715083,6478887,-15920196,3,0,81,147,160,0.5288198017809439,-0.5898170233768432
Zona Costa,Sincelejo,2023,ene,25499269,7820147,5354627,12324495,24958190,3372755,-16006450,3,0,78,129,160,0.48332738479679554,-0.6277219162635603
Zona Costa,Sincelejo,2023,feb,25888018,6618112,5342596,13927310,24477759,3376582,-13927031,3,0,72,132,160,0.5379828614148832,-0.5379720842283098
Zona Costa,Sincelejo,2023,mar,27504688,8615398,7057411,11831879,17575782,3847579,-9591482,3,0,67,135,160,0.4301768120401875,-0.3487217160943618
Zona Costa,Sincelejo,2023,abr,19781022,6830322,5940696,7010004,19969669,3977735,-16937400,3,0,57,104,160,0.35438027418401336,-0.8562449402260409
Zona Costa,Sincelejo,2023,may,29382341,13509880,5939873,9932588,32989152,3941713,-26998277,3,0,72,139,160,0.3380461754221694,-0.9188606517091338
Zona Costa,Sincelejo,2023,jun,28961508,11409283,10101732,7450493,23152692,4577158,-20279357,4,0,68,120,320,0.25725500895878767,-0.700217578449299
Zona Costa,Sincelejo,2023,jul,29138998,10859248,8807020,9472730,14212926,3258905,-7999101,4,0,80,140,320,0.3250877054866471,-0.27451530763000154
Zona Costa,Sincelejo,2023,ago,27119424,9924246,10109181,7085997,46179588,4331371,-43424962,4,0,76,132,320,0.2612886247141532,-1.6012494218166287
Zona Costa,Sincelejo,2023,sep,23521828,8166974,8235193,7119661,11378601,2534662,-6793602,4,0,70,127,320,0.3026831503061752,-0.28882117495289905
Zona Costa,Sincelejo,2023,oct,34376455,12983635,10731975,10660845,1720870,4599319,4340656,1,3,81,156,320,0.31012054617033663,0.1262682844987943
Zona Costa,Sincelejo,2023,nov,34773547,11604533,10566205,12602809,15217303,6354212,-8968706,1,3,84,178,320,0.3624251791167579,-0.2579174911319803
